"Pdel_P1"	"Pdel_P4"
"Podel.06G290700"	0.843647295018028	0.669099578807401
"Podel.06G290800"	0	0
"Podel.06G290900"	0.042910472420679	0
"Podel.06G291000"	0	0
"Podel.06G291100"	0.146717178017923	0.293434356035846
"Podel.06G291200"	0.0833608075030169	0.333443230012068
"Podel.06G291300"	0	0
"Podel.06G291400"	0	0
"Podel.06G291500"	0	0
"Podel.06G291600"	0.17895444356269	0.17895444356269
"Podel.06G291700"	0	0
"Podel.06G291800"	7.89793209838138	8.23503895623912
"Podel.06G291900"	0.328910287787869	0.740048147522705
"Podel.06G292000"	548.257263252919	532.278199600266
"Podel.06G292100"	1.2274066948902	1.51380159036458
"Podel.06G292200"	0.0582049672095738	0
"Podel.06G292300"	0	0
"Podel.06G292400"	3.176587207174	3.77904340163804
"Podel.06G292500"	2.86173170394013	4.97551080344136
"Podel.06G292600"	0	0
"Podel.06G292700"	0	0
"Podel.06G292800"	0	0
"Podel.06G292900"	0	0
"Podel.06G293000"	3.77602189712562	4.12727974802103
"Podel.06G293100"	14.2761388412468	17.1378705451869
"Podel.06G293200"	39.88674872396	38.8454374632891
"Podel.06G293300"	0	0.0197513721016814
"Podel.06G293400"	2.44797210656298	3.1606728464484
"Podel.06G293500"	0.184140897236328	0.331453615025391
"Podel.06G293600"	0.23157198286443	0.30876264381924
"Podel.06G293700"	1.81054244265413	1.23116886100481
"Podel.06G293800"	0.6988276937082	0.931770258277601
"Podel.06G293900"	0	0
"Podel.06G294000"	0	0
"Podel.06G294100"	0	0
"Podel.06G294200"	4.99917765561298	5.20604017929352
"Podel.06G294300"	0	0
"Podel.06G294400"	0	0
"Podel.06G294500"	0.103219457208514	0.103219457208514
"Podel.06G294600"	131.92253290483	125.832873022112
"Podel.06G294700"	0	0
"Podel.06G294800"	0.028075845675914	0.0842275370277419
"Podel.07G000100"	0	0
"Podel.07G000200"	0	0
"Podel.07G000300"	0	0
"Podel.07G000400"	0	0
"Podel.07G000500"	0	0
"Podel.07G000600"	0	0
"Podel.07G000700"	0	0
"Podel.07G000800"	0	0
"Podel.07G000900"	0.190448998501855	0.266628597902597
"Podel.07G001000"	0	0
"Podel.07G001100"	0.0907117605341768	0.136067640801265
"Podel.07G001200"	0.0529099037125517	0
"Podel.07G001300"	0.498242190479317	0.373681642859488
"Podel.07G001400"	9.12417468319261	7.84456481908633
"Podel.07G001500"	0.471910394930919	0.656570984251713
"Podel.07G001600"	0	0
"Podel.07G001700"	0	0
"Podel.07G001800"	0.482195487278293	0
"Podel.07G001900"	0.0674772444491177	0.202431733347353
"Podel.07G002000"	0	0
"Podel.07G002100"	0.569434536943203	0.253082016419201
"Podel.07G002200"	18.8104537486372	19.085281806653
"Podel.07G002300"	11.73728108767	12.1693282442714
"Podel.07G002400"	3.49057059743878	4.36321324679847
"Podel.07G002500"	4.60090785427402	3.37399909313428
"Podel.07G002600"	3.49633537134041	4.37041921417551
"Podel.07G002700"	0	0
"Podel.07G002800"	70.3243211698005	81.500636328389
"Podel.07G002900"	111.556961370916	121.181938287534
"Podel.07G003000"	0.49621996397219	0.574570484599378
"Podel.07G003100"	0	0.0813867087246893
"Podel.07G003200"	9.2554929668479	9.71174966239674
"Podel.07G003300"	0.0383993155943303	0
"Podel.07G003400"	0	0.0257609037155831
"Podel.07G003500"	103.263739180635	115.065309372708
"Podel.07G003600"	0.512102338497005	0.329208646176646
"Podel.07G003700"	17.341342294779	16.9559791326728
"Podel.07G003800"	41.6718750880346	41.4223429018787
"Podel.07G003900"	3.30181605122117	2.93494760108549
"Podel.07G004000"	81.1681580972845	88.9908161058639
"Podel.07G004100"	0.790754047681474	0.51703149271481
"Podel.07G004200"	0	0
"Podel.07G004300"	2.81694468572584	3.29048280099872
"Podel.07G004400"	0.100811003206982	0.235225674149624
"Podel.07G004500"	0	0
"Podel.07G004600"	0	0.413159849208942
"Podel.07G004700"	0	0
"Podel.07G004800"	0	0
"Podel.07G004900"	0	0
"Podel.07G005000"	13.2359770397656	13.5986065477044
"Podel.07G005100"	0.635363465590221	0.776555346832493
"Podel.07G005200"	2.30722089813917	2.61900750599582
"Podel.07G005300"	0	0
"Podel.07G005400"	0	0
"Podel.07G005500"	0.282515655881313	0.211886741910985
"Podel.07G005600"	0	0
"Podel.07G005700"	0.744297808747199	0.682272991351599
"Podel.07G005800"	0.0222639141358175	0.0222639141358175
"Podel.07G005900"	0	0
"Podel.07G006000"	0	0
"Podel.07G006100"	0	0
"Podel.07G006200"	0.0535090250567844	0.0535090250567844
"Podel.07G006300"	0	0
"Podel.07G006400"	0	0
"Podel.07G006500"	0	0
"Podel.07G006600"	0	0
"Podel.07G006700"	0	0
"Podel.07G006800"	0.194782960253936	0.259710613671915
"Podel.07G006900"	104.534892507504	93.5627186756091
"Podel.07G007000"	0.271146836211882	0.354576631969384
"Podel.07G007100"	0	0
"Podel.07G007200"	1.56197953042643	1.47754820445744
"Podel.07G007300"	0.0517864742501619	0.0517864742501619
"Podel.07G007400"	0	0
"Podel.07G007500"	55.9078273287976	52.8942919860547
"Podel.07G007600"	0.16905143075514	0.042262857688785
"Podel.07G007700"	2.35225674149624	2.35225674149624
"Podel.07G007800"	0	0
"Podel.07G007900"	0	0
"Podel.07G008000"	0	0
"Podel.07G008100"	0	0
"Podel.07G008200"	0	0
"Podel.07G008300"	0.0800087327039538	0.0800087327039538
"Podel.07G008400"	0.315974786171137	0.180557020669221
"Podel.07G008500"	42.3971508814409	48.1988662652171
"Podel.07G008600"	0.0437294692916347	0
"Podel.07G008700"	3.96373538166377	3.17098830533101
"Podel.07G008800"	0	0
"Podel.07G008900"	0.209441142396777	0
"Podel.07G009000"	0	0
"Podel.07G009100"	0	0
"Podel.07G009200"	0	0
"Podel.07G009300"	0.45004912145974	0.180019648583896
"Podel.07G009400"	0	0.0249039039542939
"Podel.07G009500"	0.0626934099545906	0
"Podel.07G009600"	0	0
"Podel.07G009700"	242.533023448176	263.748959791197
"Podel.07G009800"	0.894772217813448	0.596514811875632
"Podel.07G009900"	0.32190847218834	0.885248298517935
"Podel.07G010000"	0	0
"Podel.07G010100"	0	0
"Podel.07G010200"	6.73433827091174	6.84912812780228
"Podel.07G010300"	0.190353102732216	0.22842372327866
"Podel.07G010400"	0.0645672522674947	0
"Podel.07G010500"	0.0502714444183752	0.10054288883675
"Podel.07G010600"	0	0
"Podel.07G010700"	2.10160283009977	2.8433450054291
"Podel.07G010800"	729.644344289748	625.250597096244
"Podel.07G010900"	0.864643293071318	0.960714770079242
"Podel.07G011000"	0	0
"Podel.07G011100"	0	0
"Podel.07G011200"	33.3907025298642	27.4388854626075
"Podel.07G011300"	0.0234008828242762	0
"Podel.07G011400"	7.1934976984739	6.37721427169672
"Podel.07G011500"	0	0
"Podel.07G011600"	0.631024868328983	0.631024868328983
"Podel.07G011700"	0.250151372722039	0.156344607951275
"Podel.07G011800"	38.5316882927378	40.1032224073963
"Podel.07G011900"	0.0676583914140817	0.0338291957070409
"Podel.07G012000"	0	0
"Podel.07G012100"	0.457637498345572	0.523014283823511
"Podel.07G012200"	0	0
"Podel.07G012300"	3.278294149294	3.0708071778197
"Podel.07G012400"	13.50686345363	13.6955067979545
"Podel.07G012500"	2.10796284980406	1.75000689417696
"Podel.07G012600"	0.109577177398893	0.438308709595573
"Podel.07G012700"	3.34012360023132	5.46565680037853
"Podel.07G012800"	1.44545188421775	1.77901770365262
"Podel.07G012900"	1.63401595195015	1.82076063217303
"Podel.07G013000"	0.284241550395625	0.473735917326042
"Podel.07G013100"	0	0
"Podel.07G013200"	2.67447929158102	2.89132896387137
"Podel.07G013300"	3.31412319411332	2.58193318611154
"Podel.07G013400"	33.4856511576611	42.2064551319434
"Podel.07G013500"	511.233014680976	585.48542289751
"Podel.07G013600"	52.7977019570444	55.4475238871345
"Podel.07G013700"	0	0.0555330535477314
"Podel.07G013800"	0.0540831562269216	0
"Podel.07G013900"	0	0.0980651782169083
"Podel.07G014000"	0	0
"Podel.07G014100"	190.548882923409	214.518307622091
"Podel.07G014200"	0.144497376789749	0.397367786171811
"Podel.07G014300"	0	0
"Podel.07G014400"	0	0.0302433009620945
"Podel.07G014500"	0	0
"Podel.07G014600"	0.431288846541497	0.663521302371534
"Podel.07G014700"	0.0424526964656015	0
"Podel.07G014800"	1.58549415266551	0.495466922707971
"Podel.07G014900"	3.95773992875812	4.00913914861212
"Podel.07G015000"	0.260493548338454	0.130246774169227
"Podel.07G015100"	0	0.07166658995757
"Podel.07G015200"	16.291582947766	18.0956844151361
"Podel.07G015300"	7.19041017110317	7.08146456245009
"Podel.07G015400"	9.33641044033789	7.58583348277454
"Podel.07G015500"	0	0
"Podel.07G015600"	3.5194852644492	3.15540058191998
"Podel.07G015700"	7.9844921721047	5.54025987452163
"Podel.07G015800"	2.89364916612633	2.70696212315044
"Podel.07G015900"	1.46550042917571	1.04127662073011
"Podel.07G016000"	0	0
"Podel.07G016100"	0	0
"Podel.07G016200"	2.05158064104215	3.05235168545296
"Podel.07G016300"	0	0
"Podel.07G016400"	2.29115916379504	3.12276508250583
"Podel.07G016500"	0	0.0978114520119487
"Podel.07G016600"	26.9974533003438	24.6130628379203
"Podel.07G016700"	0	0.0744175712649964
"Podel.07G016800"	96.2121819322335	81.5080560142884
"Podel.07G016900"	0	0
"Podel.07G017000"	300.045583265394	344.983108377139
"Podel.07G017100"	0	0
"Podel.07G017200"	0	0
"Podel.07G017300"	0	0
"Podel.07G017400"	0	0
"Podel.07G017500"	6.38759373768376	5.60543940245718
"Podel.07G017600"	0	0.0734774075852637
"Podel.07G017700"	0.315034385021818	0.262528654184848
"Podel.07G017800"	0.037300568527497	0.037300568527497
"Podel.07G017900"	0	0.179166474893925
"Podel.07G018000"	43.0757813486154	46.2346719808472
"Podel.07G018100"	0.357316882822478	0.414487584074074
"Podel.07G018200"	15.4849512606234	14.8000399548651
"Podel.07G018300"	19.4010125877156	17.7301119820751
"Podel.07G018400"	140.701449840208	134.247765308194
"Podel.07G018500"	1.28430456140401	1.03572948500324
"Podel.07G018600"	0	0
"Podel.07G018700"	0	0
"Podel.07G018800"	5.83397009299663	4.90053487811717
"Podel.07G018900"	0	0
"Podel.07G019000"	0	0
"Podel.07G019100"	0.0507778726697356	0.101555745339471
"Podel.07G019200"	0.0669692226795716	0
"Podel.07G019300"	0.0428618210914038	0.0428618210914038
"Podel.07G019400"	6.28199129776444	7.40377545807952
"Podel.07G019500"	3.43673874569256	3.35082027705025
"Podel.07G019600"	1.09604564846381	0.869277583264402
"Podel.07G019700"	0	0
"Podel.07G019800"	8.18688083368801	8.16499077798296
"Podel.07G019900"	0	0.044267126700958
"Podel.07G020000"	31.257401461248	27.9840390905629
"Podel.07G020100"	58.8763096932623	50.3216322164635
"Podel.07G020200"	0.0228492754322261	0.0913971017289046
"Podel.07G020300"	47.1818939428025	47.4749491846833
"Podel.07G020400"	4.97422713192344	4.61246515869265
"Podel.07G020500"	0	0
"Podel.07G020600"	0	0
"Podel.07G020700"	0.0611469894098151	0.0305734947049075
"Podel.07G020800"	2.5643086632814	2.29233653232731
"Podel.07G020900"	2.80624478704483	3.04678005450581
"Podel.07G021000"	0.59300590121754	0
"Podel.07G021100"	0.910942800063088	1.39677896009674
"Podel.07G021200"	0.23157198286443	0.115785991432215
"Podel.07G021300"	0.833678779701503	0.577162232101041
"Podel.07G021400"	0	0
"Podel.07G021500"	0	0
"Podel.07G021600"	0	0
"Podel.07G021700"	10.7259332101159	14.6045072727024
"Podel.07G021800"	2.40440036384468	2.69408715466934
"Podel.07G021900"	0.353159565374777	0.385264980408848
"Podel.07G022000"	0.101080551343899	0.101080551343899
"Podel.07G022100"	0.600065495279653	0.600065495279653
"Podel.07G022200"	0.164723861449317	0
"Podel.07G022300"	0.0364552808125537	0.0364552808125537
"Podel.07G022400"	855.883192637282	843.592332923007
"Podel.07G022500"	27.7337504567292	27.9267928032958
"Podel.07G022600"	0.0472551577532727	0
"Podel.07G022700"	0	0
"Podel.07G022800"	0.237264390393001	0.197720325327501
"Podel.07G022900"	0	0
"Podel.07G023000"	0	0
"Podel.07G023100"	0	0
"Podel.07G023200"	0	0
"Podel.07G023300"	0.0779064939775748	0.0389532469887874
"Podel.07G023400"	0	0
"Podel.07G023500"	0.158081770261844	0.112915550187032
"Podel.07G023600"	0	0
"Podel.07G023700"	0.0992234283533285	0.0992234283533285
"Podel.07G023800"	0.663230284256459	0
"Podel.07G023900"	0	0
"Podel.07G024000"	0.0545514086617867	0
"Podel.07G024100"	0	0
"Podel.07G024200"	0.116814603947835	0.146018254934794
"Podel.07G024300"	0	0
"Podel.07G024400"	0	0
"Podel.07G024500"	0	0
"Podel.07G024600"	0	0
"Podel.07G024700"	0	0.0565930032973326
"Podel.07G024800"	0	0
"Podel.07G024900"	0	0
"Podel.07G025000"	0	0
"Podel.07G025100"	0	0.0676281327417141
"Podel.07G025200"	0	0
"Podel.07G025300"	0	0
"Podel.07G025400"	0.581338892306204	0.547142486876428
"Podel.07G025500"	0.176551669364241	0.132413752023181
"Podel.07G025600"	0.22716550547392	0.11358275273696
"Podel.07G025700"	9.6084106912877	10.0391325498627
"Podel.07G025800"	11.5173861190772	12.3303780804238
"Podel.07G025900"	0	0
"Podel.07G026000"	0	0
"Podel.07G026100"	0.330347361683173	0.49552104252476
"Podel.07G026200"	0.114039596387988	0.228079192775977
"Podel.07G026300"	0	0
"Podel.07G026400"	0	0
"Podel.07G026500"	0	0.0414860095501983
"Podel.07G026600"	0	0
"Podel.07G026700"	0	0
"Podel.07G026800"	0	0
"Podel.07G026900"	0	0.0218142678607145
"Podel.07G027000"	0	0
"Podel.07G027100"	0.969336569297902	1.55093851087664
"Podel.07G027200"	0	0
"Podel.07G027300"	0.896540542354581	0.896540542354581
"Podel.07G027400"	0.315034385021818	0.405044209313766
"Podel.07G027500"	0	0
"Podel.07G027600"	0	0
"Podel.07G027700"	0	0
"Podel.07G027800"	0	0.0638583212882064
"Podel.07G027900"	0	0
"Podel.07G028000"	4.83025341311158	6.06246091645637
"Podel.07G028100"	9.33661228248681	9.24507686795263
"Podel.07G028200"	1.77969310900708	1.26300801284374
"Podel.07G028300"	0.0363501213486713	0
"Podel.07G028400"	79.6507988997519	83.5670158163139
"Podel.07G028500"	0.0641291369001156	0.256516547600462
"Podel.07G028600"	0	0
"Podel.07G028700"	0.020955724059101	0
"Podel.07G028800"	0	0
"Podel.07G028900"	0	0
"Podel.07G029000"	0.269668309960718	0.101125616235269
"Podel.07G029100"	67.9224165820464	58.5234727741695
"Podel.07G029200"	2.04496004312408	1.60280652028644
"Podel.07G029300"	3.8801098882231	4.31123320913678
"Podel.07G029400"	71.4823582897632	68.9968799069481
"Podel.07G029500"	0.24079061275553	0
"Podel.07G029600"	0	0
"Podel.07G029700"	0	0.024186900961368
"Podel.07G029800"	0	0
"Podel.07G029900"	4.87795176807976	3.69780214677014
"Podel.07G030000"	0.753928442787257	0.969336569297902
"Podel.07G030100"	0.665663264022624	0.332831632011312
"Podel.07G030200"	0	0
"Podel.07G030300"	0	0
"Podel.07G030400"	0.764105633200974	0.649489788220828
"Podel.07G030500"	2.47692882572437	2.84846814958302
"Podel.07G030600"	0.0795876341107751	0.15917526822155
"Podel.07G030700"	7.95309154433643	7.26339254862162
"Podel.07G030800"	0	0
"Podel.07G030900"	0.0597693694903054	0.119538738980611
"Podel.07G031000"	0	0
"Podel.07G031100"	31.8957303666308	40.9264492053757
"Podel.07G031200"	0.0227530100527344	0.0455060201054688
"Podel.07G031300"	134.314371810867	136.493283983928
"Podel.07G031400"	0	0
"Podel.07G031500"	1.14557958189752	1.14557958189752
"Podel.07G031600"	0.887876725492683	0.527176805761281
"Podel.07G031700"	0	0
"Podel.07G031800"	0	0
"Podel.07G031900"	1.07443306049546	1.03463924344008
"Podel.07G032000"	161.442072309972	200.482070081238
"Podel.07G032100"	2.29115916379504	9.92835637644517
"Podel.07G032200"	0.225120275132562	0.482400589569777
"Podel.07G032300"	1.74097949617321	1.09432996902316
"Podel.07G032400"	1.38523854001924	1.28859399071557
"Podel.07G032500"	1.80019648583896	2.45880495626785
"Podel.07G032600"	0.960642967779535	1.04540558258361
"Podel.07G032700"	2.75081999395351	2.2792508521329
"Podel.07G032800"	120.32943793116	121.014295289903
"Podel.07G032900"	4.35091528814631	2.66382568662019
"Podel.07G033000"	0	0
"Podel.07G033100"	0	0
"Podel.07G033200"	0	0
"Podel.07G033300"	0.209877175309469	0.262346469136837
"Podel.07G033400"	0.0634829995006182	0.444380996504328
"Podel.07G033500"	5.10322129911009	5.00249982610134
"Podel.07G033600"	0.296080732095977	0.0807492905716301
"Podel.07G033700"	0	0
"Podel.07G033800"	20.2349008840937	18.841479565728
"Podel.07G033900"	0.243504838664207	0.121752419332104
"Podel.07G034000"	0.184500371901504	0.147600297521203
"Podel.07G034100"	0.327623626214312	0.618844627293701
"Podel.07G034200"	0	0
"Podel.07G034300"	0.0759119000052574	0.0759119000052574
"Podel.07G034400"	7.74932226868073	6.70211655669685
"Podel.07G034500"	0.680542325879715	0.748596558467687
"Podel.07G034600"	0	0
"Podel.07G034700"	0	0
"Podel.07G034800"	1.24377211748874	1.17831042709459
"Podel.07G034900"	9.87846513837259	11.3982290058145
"Podel.07G035000"	0	0
"Podel.07G035100"	0.0521796082851873	0.0521796082851873
"Podel.07G035200"	0	0
"Podel.07G035300"	0	0
"Podel.07G035400"	0.844784943075266	0.703987452562722
"Podel.07G035500"	0	0
"Podel.07G035600"	0	0
"Podel.07G035700"	0	0
"Podel.07G035800"	0	0
"Podel.07G035900"	0	0
"Podel.07G036000"	0	0
"Podel.07G036100"	0	0
"Podel.07G036200"	0	0
"Podel.07G036300"	0	0
"Podel.07G036400"	5.74184409570201	5.91716757954024
"Podel.07G036500"	188.865696069637	190.724915391078
"Podel.07G036600"	0	0
"Podel.07G036700"	0	0
"Podel.07G036800"	0	0
"Podel.07G036900"	0	0
"Podel.07G037000"	1.49390619461499	1.24492182884582
"Podel.07G037100"	0.0454376516858391	0
"Podel.07G037200"	0.895301982300016	1.07436237876002
"Podel.07G037300"	0	0
"Podel.07G037400"	0	0
"Podel.07G037500"	30.9007640264879	33.6767191872599
"Podel.07G037600"	19.2907574682058	18.369407857784
"Podel.07G037700"	2.50617108704399	2.7014571457747
"Podel.07G037800"	2.76953305513686	2.76953305513686
"Podel.07G037900"	0.0528729037798855	0.105745807559771
"Podel.07G038000"	0	0
"Podel.07G038100"	0.207524937983265	0
"Podel.07G038200"	0	0
"Podel.07G038300"	0	0
"Podel.07G038400"	0	0
"Podel.07G038500"	0	0
"Podel.07G038600"	0.0929990804492452	0.0309996934830817
"Podel.07G038700"	0	0
"Podel.07G038800"	0.0740289677596962	0.0246763225865654
"Podel.07G038900"	0	0
"Podel.07G039000"	0.0468162553592795	0
"Podel.07G039100"	1.69300921416305	1.73148669630312
"Podel.07G039200"	0	0
"Podel.07G039300"	7.14479897130822	8.04920390438521
"Podel.07G039400"	0	0
"Podel.07G039500"	0	0
"Podel.07G039600"	7.46134069788517	7.16288706996976
"Podel.07G039700"	0	0
"Podel.07G039800"	1.0781089927591	0.656240256462064
"Podel.07G039900"	0.293510296604178	0.0587020593208357
"Podel.07G040000"	116.037191698568	101.651852422189
"Podel.07G040100"	0	0
"Podel.07G040200"	0	0
"Podel.07G040300"	0	0
"Podel.07G040400"	0	0
"Podel.07G040500"	0	0
"Podel.07G040600"	0.108554561960138	0.0542772809800692
"Podel.07G040700"	6.7507368218961	9.45103155065454
"Podel.07G040800"	0.170097305748563	0.127572979311422
"Podel.07G040900"	0	0
"Podel.07G041000"	0	0
"Podel.07G041100"	0	0
"Podel.07G041200"	0	0
"Podel.07G041300"	0.758312855981721	0.847526133156042
"Podel.07G041400"	4.18187236754626	4.43278470959903
"Podel.07G041500"	0.0584750598648386	0
"Podel.07G041600"	0	0
"Podel.07G041700"	0	0.162598392269325
"Podel.07G041800"	0	0
"Podel.07G041900"	13.1985969838525	13.2583191421504
"Podel.07G042000"	0.114298189577077	0.205736741238738
"Podel.07G042100"	0	0
"Podel.07G042200"	0.0898493789723545	0.0898493789723545
"Podel.07G042300"	104.784655061253	108.540572567344
"Podel.07G042400"	4.78585243423528	5.81285939437161
"Podel.07G042500"	0.0329304235214444	0
"Podel.07G042600"	5.33916095183897	5.55416072171167
"Podel.07G042700"	1.16665552672768	0.85255596183946
"Podel.07G042800"	4.89495658002028	3.91596526401622
"Podel.07G042900"	0	0
"Podel.07G043000"	1.0929764378308	1.22156190110501
"Podel.07G043100"	0	0
"Podel.07G043200"	0	0.17028885676855
"Podel.07G043300"	0	0
"Podel.07G043400"	0	0
"Podel.07G043500"	0.0425362882729881	0.127608864818964
"Podel.07G043600"	0	0
"Podel.07G043700"	0	0
"Podel.07G043800"	0	0.0849530925901532
"Podel.07G043900"	0	0.0658608470428888
"Podel.07G044000"	0	0
"Podel.07G044100"	0	0
"Podel.07G044200"	0.210315027552813	0.105157513776407
"Podel.07G044300"	0	0
"Podel.07G044400"	0	0
"Podel.07G044500"	0	0
"Podel.07G044600"	0	0
"Podel.07G044700"	0	0
"Podel.07G044800"	0	0
"Podel.07G044900"	1.75979307343858	1.57124381557016
"Podel.07G045000"	0	0
"Podel.07G045100"	0	0
"Podel.07G045200"	0	0.0479139749082613
"Podel.07G045300"	0.223693054453362	0.186410878711135
"Podel.07G045400"	0	0
"Podel.07G045500"	0	0
"Podel.07G045600"	0	0.129244875906387
"Podel.07G045700"	0	0
"Podel.07G045800"	0	0
"Podel.07G045900"	0	0
"Podel.07G046000"	0	0
"Podel.07G046100"	0	0
"Podel.07G046200"	0	0
"Podel.07G046300"	0.0493204516668208	0
"Podel.07G046400"	107.019967570234	87.6310652177151
"Podel.07G046500"	0.265851801706176	0.10634072068247
"Podel.07G046600"	17.4979098423547	17.8003428519756
"Podel.07G046700"	0	0
"Podel.07G046800"	1.35498660224438	1.96473057325435
"Podel.07G046900"	7.63537945064781	10.3861727207465
"Podel.07G047000"	0	0
"Podel.07G047100"	0	0
"Podel.07G047200"	0	0
"Podel.07G047300"	0	0
"Podel.07G047400"	0	0
"Podel.07G047500"	0	0
"Podel.07G047600"	56.8764781606958	57.6711594922824
"Podel.07G047700"	0.267587208669731	0.564906329413878
"Podel.07G047800"	1.54302555929054	2.05736741238738
"Podel.07G047900"	0	0
"Podel.07G048000"	5.08739542206237	6.67544979414261
"Podel.07G048100"	0.0305364508906447	0.0305364508906447
"Podel.07G048200"	0	0
"Podel.07G048300"	0	0.0993538139359216
"Podel.07G048400"	0	0
"Podel.07G048500"	0.254375590390288	0.508751180780576
"Podel.07G048600"	0	0
"Podel.07G048700"	0	0
"Podel.07G048800"	0	0
"Podel.07G048900"	0	0
"Podel.07G049000"	0	0
"Podel.07G049100"	0	0
"Podel.07G049200"	0	0
"Podel.07G049300"	1.17572641300009	0.994845426384689
"Podel.07G049400"	96.4132077650665	102.293517960026
"Podel.07G049500"	5.57978521754891	6.05558085625463
"Podel.07G049600"	0	0
"Podel.07G049700"	0	0
"Podel.07G049800"	0	0
"Podel.07G049900"	0.171641889682716	0
"Podel.07G050000"	0	0
"Podel.07G050100"	0	0
"Podel.07G050200"	0.932886780558145	1.42154176085051
"Podel.07G050300"	1.15200287063073	1.86163663893927
"Podel.07G050400"	0	0
"Podel.07G050500"	0.998128744623582	1.08130614000888
"Podel.07G050600"	11.8612637080858	11.276965003254
"Podel.07G050700"	0.456158385551954	0.39913858735796
"Podel.07G050800"	1.31248051292413	1.0312346887261
"Podel.07G050900"	0.165807571064115	0
"Podel.07G051000"	112.451735640075	107.252961932092
"Podel.07G051100"	0	0
"Podel.07G051200"	0	0
"Podel.07G051300"	0	0
"Podel.07G051400"	0.748967334375793	1.4604863020328
"Podel.07G051500"	0.933435214879461	0.326702325207811
"Podel.07G051600"	0.0641291369001156	0.0961937053501735
"Podel.07G051700"	10.1470977041397	12.1682675720375
"Podel.07G051800"	0	0
"Podel.07G051900"	1.47979454248781	2.03471749592073
"Podel.07G052000"	0.0887420802878361	0
"Podel.07G052100"	0	0.0492883001337916
"Podel.07G052200"	0.388398556876214	0.258932371250809
"Podel.07G052300"	0	0
"Podel.07G052400"	0	0.0333958712037263
"Podel.07G052500"	0.0780270922654658	0.0780270922654658
"Podel.07G052600"	0.0691117480852252	0
"Podel.07G052700"	0	0
"Podel.07G052800"	0.859936379062181	1.05838323576884
"Podel.07G052900"	0	0
"Podel.07G053000"	0	0
"Podel.07G053100"	0	0
"Podel.07G053200"	0	0
"Podel.07G053300"	0.676583914140817	1.35316782828163
"Podel.07G053400"	0	0
"Podel.07G053500"	0	0
"Podel.07G053600"	7.55233946584291	8.27363031370431
"Podel.07G053700"	0.21272418281216	0.243113351785326
"Podel.07G053800"	9.39957402860016	9.05652388157096
"Podel.07G053900"	0.354968321151344	0.44371040143918
"Podel.07G054000"	16.6068685349255	16.3248651069739
"Podel.07G054100"	3.88390592177006	3.90716284345731
"Podel.07G054200"	0.250476936505752	0.286259356006574
"Podel.07G054300"	0.59300590121754	0.29650295060877
"Podel.07G054400"	0	0.0532327522214759
"Podel.07G054500"	0.0267829445289537	0.0803488335868611
"Podel.07G054600"	0	0
"Podel.07G054700"	4.14960545888303	3.53936936198846
"Podel.07G054800"	0	0
"Podel.07G054900"	3.63670414982518	3.0501389643695
"Podel.07G055000"	0.0349068570661294	0.0174534285330647
"Podel.07G055100"	0	0
"Podel.07G055200"	0.0284562485529681	0.0284562485529681
"Podel.07G055300"	0.0430081071702141	0.0860162143404281
"Podel.07G055400"	2.70978276364515	2.49725078218279
"Podel.07G055500"	8.67378707620541	6.06120060746884
"Podel.07G055600"	0.284088978441575	0.56817795688315
"Podel.07G055700"	0.0551482512073204	0.0551482512073204
"Podel.07G055800"	0	0
"Podel.07G055900"	0.136847515665586	0.171059394581983
"Podel.07G056000"	8.67398689161411	9.87870729322719
"Podel.07G056100"	0.190257303485748	0.456617528365796
"Podel.07G056200"	25.8373524406383	28.8290458811333
"Podel.07G056300"	18.9098642004017	19.4715433350671
"Podel.07G056400"	0.0997470348354041	0.149620552253106
"Podel.07G056500"	0.128585463274211	0.257170926548423
"Podel.07G056600"	0.0480968526750867	0.0480968526750867
"Podel.07G056700"	0.895950324749344	0.398200144333042
"Podel.07G056800"	87.2491571200669	83.9067191326403
"Podel.07G056900"	1.49664429247902	1.60750683266265
"Podel.07G057000"	0	0
"Podel.07G057100"	0	0
"Podel.07G057200"	0	0
"Podel.07G057300"	5.84777202406287	7.7740969261071
"Podel.07G057400"	0	0.107550856906453
"Podel.07G057500"	1.03503784594814	1.08552749697
"Podel.07G057600"	1.58797820092299	1.74165351068973
"Podel.07G057700"	1.62749626490145	1.34620061417774
"Podel.07G057800"	0	0
"Podel.07G057900"	3.75752414829252	3.52863942859958
"Podel.07G058000"	2.44169189281944	2.73637884540109
"Podel.07G058100"	0.326954604995617	0.163477302497808
"Podel.07G058200"	0	0
"Podel.07G058300"	0	0.0236719638087778
"Podel.07G058400"	0	0.0540058945751688
"Podel.07G058500"	0	0
"Podel.07G058600"	0.0821382426998765	0.123207364049815
"Podel.07G058700"	0.0618219561776258	0
"Podel.07G058800"	0	0
"Podel.07G058900"	3.59111360834885	5.06653237767048
"Podel.07G059000"	12.7118257031911	13.3142818976552
"Podel.07G059100"	0	0
"Podel.07G059200"	0	0
"Podel.07G059300"	0.120491238892807	0.0602456194464034
"Podel.07G059400"	0	0
"Podel.07G059500"	0.964390974556586	1.41444009601633
"Podel.07G059600"	4.84489109682352	4.7517201141923
"Podel.07G059700"	0	0
"Podel.07G059800"	0	0
"Podel.07G059900"	0	0
"Podel.07G060000"	0	0
"Podel.07G060100"	0	0
"Podel.07G060200"	0	0
"Podel.07G060300"	0	0
