"Pdel_P1"	"Pdel_P4"
"Podel.03G082800"	3.10425576180064	2.4619959490143
"Podel.03G082900"	1.6035684497399	0.935414929014942
"Podel.03G083000"	0.0458231832759008	0
"Podel.03G083100"	0	0
"Podel.03G083200"	6.26340552469413	6.97922329894489
"Podel.03G083300"	2.50125965589	1.88691517900474
"Podel.03G083400"	0.803840081856797	0.567416528369504
"Podel.03G083500"	39.2375912110446	37.3263045331427
"Podel.03G083600"	0	0
"Podel.03G083700"	1.42367798561424	2.0588573945806
"Podel.03G083800"	0	0
"Podel.03G083900"	0.0501048723692752	0.10020974473855
"Podel.03G084000"	1.97707791550935	1.01849468374724
"Podel.03G084100"	6.07276582776576	6.72176370248882
"Podel.03G084200"	33.0343193637875	33.7974884580004
"Podel.03G084300"	0.090440493307699	0.180880986615398
"Podel.03G084400"	7.63205777980178	5.90212468304671
"Podel.03G084500"	0.178742913487556	0.357485826975113
"Podel.03G084600"	14.3461812256089	12.7952427147323
"Podel.03G084700"	0	0
"Podel.03G084800"	11.7281457622195	11.2042079790276
"Podel.03G084900"	0.0418650345543944	0
"Podel.03G085000"	0.758452688704565	0.995469153924742
"Podel.03G085100"	0	0
"Podel.03G085200"	103.943941842558	96.9122351271538
"Podel.03G085300"	3.20917879478932	4.62121746449662
"Podel.03G085400"	0	0
"Podel.03G085500"	25.8575975571279	27.2380853117179
"Podel.03G085600"	0.0472847106974586	0
"Podel.03G085700"	0.167645792472808	0
"Podel.03G085800"	0.527090837836659	0.585656486485177
"Podel.03G085900"	0.133347887839923	0.266695775679846
"Podel.03G086000"	191.540906093265	193.701141876272
"Podel.03G086100"	0.111945887481842	0.156724242474579
"Podel.03G086200"	86.4094313202701	79.0477339591856
"Podel.03G086300"	0.158308736191868	0.126646988953495
"Podel.03G086400"	0.431374884054772	0.196079492752169
"Podel.03G086500"	10.9906732819642	6.63230284256459
"Podel.03G086600"	0.702923903825556	0.878654879781945
"Podel.03G086700"	1.97307548030366	1.97307548030366
"Podel.03G086800"	0	0
"Podel.03G086900"	0.368620948887935	0.532452481727016
"Podel.03G087000"	0.12234345049391	0.024468690098782
"Podel.03G087100"	0	0.0697493103369339
"Podel.03G087200"	0.525057308369697	0.525057308369697
"Podel.03G087300"	12.5506043476863	10.7837716967984
"Podel.03G087400"	0.0766817975712336	0
"Podel.03G087500"	1.72420565892582	2.237798833925
"Podel.03G087600"	0.814744099194357	0.869060372473981
"Podel.03G087700"	0.0799241568765712	0
"Podel.03G087800"	9.45103155065454	10.7111690907418
"Podel.03G087900"	26.1040195235244	24.3342554880312
"Podel.03G088000"	0.0900902620258997	0.112612827532375
"Podel.03G088100"	1.38506496863041	1.22211614879154
"Podel.03G088200"	0	0
"Podel.03G088300"	0	0
"Podel.03G088400"	10.1585703529098	9.89617185670917
"Podel.03G088500"	0.0307851190575066	0.0307851190575066
"Podel.03G088600"	16.4037854345525	15.1782152584078
"Podel.03G088700"	11.9816356270593	12.5074754351434
"Podel.03G088800"	0	0.0372454445345992
"Podel.03G088900"	0	0
"Podel.03G089000"	0	0
"Podel.03G089100"	8.11544888276269	9.66513258901889
"Podel.03G089200"	0	0
"Podel.03G089300"	31.139184698191	35.1489869041065
"Podel.03G089400"	0.320600363555772	0.427467151407697
"Podel.03G089500"	8.0502434502853	8.75921375414565
"Podel.03G089600"	58.3978136281689	52.8816473534678
"Podel.03G089700"	0.844784943075266	1.97116486717562
"Podel.03G089800"	0.294697207913223	0.773580170772211
"Podel.03G089900"	0	0.203247990336657
"Podel.03G090000"	5.90467454574199	7.37294923225003
"Podel.03G090100"	0	0
"Podel.03G090200"	0	0
"Podel.03G090300"	2.21047382447203	2.05975970007621
"Podel.03G090400"	0.586110483761522	0
"Podel.03G090500"	127.496268761771	121.094500509991
"Podel.03G090600"	0.158507866677644	0
"Podel.03G090700"	0.0317815268622263	0
"Podel.03G090800"	0.980106975623434	1.00811003206982
"Podel.03G090900"	0.18231407744976	0.130224341035543
"Podel.03G091000"	0	0
"Podel.03G091100"	0	0
"Podel.03G091200"	44.1573822152155	40.4625808461873
"Podel.03G091300"	10.5851553367331	11.089210352768
"Podel.03G091400"	1.02928387171656	0.794018986752774
"Podel.03G091500"	0	0
"Podel.03G091600"	0	0.0958279498165226
"Podel.03G091700"	0	0
"Podel.03G091800"	0	0
"Podel.03G091900"	0	0
"Podel.03G092000"	0	0
"Podel.03G092100"	0	0
"Podel.03G092200"	0	0
"Podel.03G092300"	27.3081403036112	31.8285354105581
"Podel.03G092400"	0	0.108945608653078
"Podel.03G092500"	0.733170932414413	0.916463665518016
"Podel.03G092600"	0.0990284903801393	0.247571225950348
"Podel.03G092700"	0.36703035148173	0.412909145416946
"Podel.03G092800"	0.126646988953495	0.379940966860484
"Podel.03G092900"	0.996593836624381	0.996593836624381
"Podel.03G093000"	0.0347784049702099	0
"Podel.03G093100"	0.945103155065454	1.26013754008727
"Podel.03G093200"	0	0.140015282231919
"Podel.03G093300"	0	0
"Podel.03G093400"	1.99446229366331	1.57139453440139
"Podel.03G093500"	0	0
"Podel.03G093600"	0	0
"Podel.03G093700"	35.8875672062877	32.5815029376177
"Podel.03G093800"	0	0.0590228356012774
"Podel.03G093900"	0	0
"Podel.03G094000"	0	0
"Podel.03G094100"	0	0
"Podel.03G094200"	0	0
"Podel.03G094300"	0.0543944261908175	0
"Podel.03G094400"	53.6899026388247	54.9634458974236
"Podel.03G094500"	0	0
"Podel.03G094600"	0	0
"Podel.03G094700"	0.217265093118495	0.217265093118495
"Podel.03G094800"	0.117586706695546	0.293966766738866
"Podel.03G094900"	0.594004227650566	1.4425816957228
"Podel.03G095000"	0	0
"Podel.03G095100"	0	0
"Podel.03G095200"	0	0
"Podel.03G095300"	4.41905718621477	4.35852215626663
"Podel.03G095400"	0.151266927119513	0.100844618079675
"Podel.03G095500"	0.121264238019625	0.212212416534344
"Podel.03G095600"	0.307819857120555	0.153909928560278
"Podel.03G095700"	0	0
"Podel.03G095800"	1.75647471268764	2.23551327069337
"Podel.03G095900"	12.7086807078776	14.2482785909905
"Podel.03G096000"	0	0
"Podel.03G096100"	2.22814103355313	2.67376924026376
"Podel.03G096200"	0.385398876949768	0.455471400031544
"Podel.03G096300"	0.42959234321157	0.71598723868595
"Podel.03G096400"	0.536228740462669	1.07245748092534
"Podel.03G096500"	10.3873953106269	9.98788010637204
"Podel.03G096600"	17.5677998235696	17.1230453976565
"Podel.03G096700"	2.82958787207269	2.8711994584267
"Podel.03G096800"	0.996225239736124	1.01370287552097
"Podel.03G096900"	2.30467632700327	1.41254355526007
"Podel.03G097000"	0	0.0734774075852637
"Podel.03G097100"	0	0
"Podel.03G097200"	0	0
"Podel.03G097300"	145.799091086733	146.917904790549
"Podel.03G097400"	2.14491496185068	2.41302933208201
"Podel.03G097500"	0	0
"Podel.03G097600"	0.458602420573613	0.550322904688336
"Podel.03G097700"	0	0
"Podel.03G097800"	0	0.22107676141882
"Podel.03G097900"	97.74555573146	95.1022956328064
"Podel.03G098000"	0.0554855081251734	0.0184951693750578
"Podel.03G098100"	365.589247905793	384.833269728212
"Podel.03G098200"	0.524536934426813	0.449603086651554
"Podel.03G098300"	0.354968321151344	0
"Podel.03G098400"	62.2421497372922	52.6664343930934
"Podel.03G098500"	1.25456171026388	1.08728681556203
"Podel.03G098600"	0.295922710000925	0.542524968335029
"Podel.03G098700"	0.910942800063088	0.759119000052574
"Podel.03G098800"	0	0
"Podel.03G098900"	0.0698137141322589	0.0349068570661294
"Podel.03G099000"	0	0
"Podel.03G099100"	2.1945440183338	3.10548681839689
"Podel.03G099200"	1.5248098124027	1.67357174532004
"Podel.03G099300"	5.49169593383863	5.03110208132313
"Podel.03G099400"	0.635745065269254	1.22607976873356
"Podel.03G099500"	1.21575291003826	0.926287931457719
"Podel.03G099600"	10.0685927520621	8.06738177028576
"Podel.03G099700"	887.178485660781	932.168520149848
"Podel.03G099800"	136.006358935242	138.771840003466
"Podel.03G099900"	1.6866085622583	2.16849672290353
"Podel.03G100000"	0	0
"Podel.03G100100"	0.953445805866789	0.715084354400091
"Podel.03G100200"	0.0881626077486431	0.0528975646491859
"Podel.03G100300"	0.0444754425913155	0.088950885182631
"Podel.03G100400"	0	0
"Podel.03G100500"	0.298699268761427	0.149349634380714
"Podel.03G100600"	0.937966453786643	1.38655910559765
"Podel.03G100700"	0	0
"Podel.03G100800"	9.11142393139351	9.84033784590499
"Podel.03G100900"	0	0.0508461683962585
"Podel.03G101000"	1.68642942167813	1.31166732797188
"Podel.03G101100"	2.7877143422794	2.65172827680235
"Podel.03G101200"	38.8842440941215	44.8533166524297
"Podel.03G101300"	46.7730403543324	43.0997649338351
"Podel.03G101400"	0.281909964225341	0.676583914140817
"Podel.03G101500"	34.0037113991804	32.6035585768612
"Podel.03G101600"	34.3635496693816	34.0680400284901
"Podel.03G101700"	1.77901770365262	1.77901770365262
"Podel.03G101800"	0.0337235737757521	0.168617868878761
"Podel.03G101900"	0.189652807036546	0.0842901364606871
"Podel.03G102000"	43.2107380626525	43.864168735795
"Podel.03G102100"	0	0
"Podel.03G102200"	0	0
"Podel.03G102300"	0	0
"Podel.03G102400"	0.653094539048553	0.7535706219791
"Podel.03G102500"	9.43859052623508	9.09024184249002
"Podel.03G102600"	26.4335177665366	22.3216372250753
"Podel.03G102700"	0	0
"Podel.03G102800"	0	0
"Podel.03G102900"	0.119898909618199	0.191838255389119
"Podel.03G103000"	0	0
"Podel.03G103100"	25.014107457421	23.995433398069
"Podel.03G103200"	0.154618103078193	0
"Podel.03G103300"	4.57276187643765	4.09971754439238
"Podel.03G103400"	21.659369810905	26.1218530382774
"Podel.03G103500"	0	0
"Podel.03G103600"	0	0
"Podel.03G103700"	0	0
"Podel.03G103800"	49.9609483329038	43.7030061392547
"Podel.03G103900"	1.16376338478478	0.98192535591216
"Podel.03G104000"	0.0220432222755791	0.0220432222755791
"Podel.03G104100"	5.34258425701218	4.70147414617072
"Podel.03G104200"	0	0.0866073910712902
"Podel.03G104300"	2.04900413022321	3.07350619533481
"Podel.03G104400"	2.86236227942261	2.82745542235648
"Podel.03G104500"	0.452744026378661	0.71684470843288
"Podel.03G104600"	0	0
"Podel.03G104700"	0	0
"Podel.03G104800"	0	0
"Podel.03G104900"	0.757419146074849	1.20295982023652
"Podel.03G105000"	0.087357888394265	0.0436789441971325
"Podel.03G105100"	0	0
"Podel.03G105200"	1.53556412041583	1.49900306992973
"Podel.03G105300"	0.0448713664126032	0.0448713664126032
"Podel.03G105400"	2.21993141777032	0.914089407317192
"Podel.03G105500"	0.139337944999284	0.296093133123478
"Podel.03G105600"	0.0549478578526427	0
"Podel.03G105700"	0.136600275348214	0.0683001376741069
"Podel.03G105800"	2.3840439947597	1.43042639685582
"Podel.03G105900"	1.51519543898269	0.606078175593077
"Podel.03G106000"	0.150090823633223	0.225136235449835
"Podel.03G106100"	6.10732554170844	7.50828910683152
"Podel.03G106200"	9.64674429485648	9.44471823632545
"Podel.03G106300"	0.131416429441315	0.0438054764804382
"Podel.03G106400"	0.247571225950348	0.0495142451900696
"Podel.03G106500"	0.628211156409093	0.810595040527862
"Podel.03G106600"	3.3391657213669	3.45842163998715
"Podel.03G106700"	0	0
"Podel.03G106800"	331.319630247543	303.118971588332
"Podel.03G106900"	0	0
"Podel.03G107000"	3.0128525626375	3.0606756191873
"Podel.03G107100"	0	0
"Podel.03G107200"	0	0
"Podel.03G107300"	0	0
"Podel.03G107400"	0	0
"Podel.03G107500"	0.0497095676563026	0.149128702968908
"Podel.03G107600"	0	0
"Podel.03G107700"	0	0
"Podel.03G107800"	0.0699428791907829	0.0349714395953915
"Podel.03G107900"	25.6239666925824	30.7487600310989
"Podel.03G108000"	8.62796874293988	9.99027959708829
"Podel.03G108100"	0.156863594201735	0.209151458935647
"Podel.03G108200"	0.103078735385462	0
"Podel.03G108300"	0	0
"Podel.03G108400"	0	0
"Podel.03G108500"	6.10809025981167	5.007533456242
"Podel.03G108600"	29.5170869188529	26.354541891833
"Podel.03G108700"	6.34694235000867	6.00908230095878
"Podel.03G108800"	0	0
"Podel.03G108900"	0.274213905854797	0.149571221375344
"Podel.03G109000"	73.7777368206885	74.3348502594639
"Podel.03G109100"	14.4963190701769	9.23785038785782
"Podel.03G109200"	0	0.0536228740462669
"Podel.03G109300"	0	0
"Podel.03G109400"	0.90440493307699	0.482349297641061
"Podel.03G109500"	1.09243862790836	0.977445088128531
"Podel.03G109600"	0.169906185180306	0.169906185180306
"Podel.03G109700"	0	0.305487888506005
"Podel.03G109800"	4.99598503561822	4.5386061239067
"Podel.03G109900"	65.0059620537939	54.8320470700864
"Podel.03G110000"	0.653767854779389	0.800865622104752
"Podel.03G110100"	0	0
"Podel.03G110200"	0	0.0260538430066286
"Podel.03G110300"	3.13015929129613	3.68911630759901
"Podel.03G110400"	0.0345874896638776	0.103762468991633
"Podel.03G110500"	30.5042333040025	29.8208390751959
"Podel.03G110600"	0.0522878647339117	0
"Podel.03G110700"	1.38048775458999	1.06191365737691
"Podel.03G110800"	10.8440407361252	11.3155207681306
"Podel.03G110900"	0.137369644631607	0.494530720673784
"Podel.03G111000"	0.242334142324475	0.424084749067832
"Podel.03G111100"	0	0.0304503634334419
"Podel.03G111200"	0	0
"Podel.03G111300"	0.0575405269446243	0
"Podel.03G111400"	0	0
"Podel.03G111500"	1.10072255007623	1.21459040008412
"Podel.03G111600"	0.350617930994803	0.250441379282002
"Podel.03G111700"	18.6020303536693	13.2014408961524
"Podel.03G111800"	0.303647600021029	0.303647600021029
"Podel.03G111900"	0	0
"Podel.03G112000"	0.407469623740795	0.543292831654393
"Podel.03G112100"	0	0
"Podel.03G112200"	0.0282015115275033	0.310216626802536
"Podel.03G112300"	0.0477626357582036	0.0238813178791018
"Podel.03G112400"	0.065461690394144	0.032730845197072
"Podel.03G112500"	1.01839686913176	0.740652268459458
"Podel.03G112600"	0.445278282716351	0.222639141358175
"Podel.03G112700"	1.4126096979626	1.74894534033465
"Podel.03G112800"	0	0
"Podel.03G112900"	0	0
"Podel.03G113000"	22.8268907446493	22.4542068141244
"Podel.03G113100"	407.681360974589	366.757224356349
"Podel.03G113200"	1.17329100035511	1.10427388268716
"Podel.03G113300"	0	0
"Podel.03G113400"	0	0.0265945312716273
"Podel.03G113500"	0.586110483761522	1.4652762094038
"Podel.03G113600"	0.0782491616095589	0.0978114520119487
"Podel.03G113700"	0.639243092200213	0.639243092200213
"Podel.03G113800"	6.00673399540401	5.58344066015742
"Podel.03G113900"	0.238082666143344	0.306106285041443
"Podel.03G114000"	0.658504177717815	0.778232210030144
"Podel.03G114100"	0	0
"Podel.03G114200"	0	0.0392362493021465
"Podel.03G114300"	5.79182800053977	5.29388803669246
"Podel.03G114400"	0	0
"Podel.03G114500"	0	0
"Podel.03G114600"	0	0
"Podel.03G114700"	0.186879305636012	0.373758611272023
"Podel.03G114800"	41.9080224059675	36.6936601711236
"Podel.03G114900"	0	0.484668284648951
"Podel.03G115000"	0	0
"Podel.03G115100"	0	0
"Podel.03G115200"	2.31516002530135	1.2185052764744
"Podel.03G115300"	0	0.0651233870846136
"Podel.03G115400"	0.52749943538537	0.761943628889979
"Podel.03G115500"	7.37512076093183	7.98529262244777
"Podel.03G115600"	1.82628628998155	1.38797758038598
"Podel.03G115700"	0.288031437734234	0.288031437734234
"Podel.03G115800"	4.79152809109845	6.33718231403344
"Podel.03G115900"	0.763719721265014	0.381859860632507
"Podel.03G116000"	0.0890556565432701	0
"Podel.03G116100"	63.2179706927978	69.6609171832658
"Podel.03G116200"	0	0
"Podel.03G116300"	0.823561428166664	0.531329953655913
"Podel.03G116400"	0.399367485766091	0.399367485766091
"Podel.03G116500"	1.4616557602934	1.74706783182999
"Podel.03G116600"	0	0
"Podel.03G116700"	0.624689499354748	0.541397566107448
"Podel.03G116800"	0.28693833929881	0.28693833929881
"Podel.03G116900"	2.12570059132693	2.33410261008447
"Podel.03G117000"	0	0
"Podel.03G117100"	0.0335589225056531	0
"Podel.03G117200"	0	0.45004912145974
"Podel.03G117300"	0	0
"Podel.03G117400"	0	0
"Podel.03G117500"	5.21819069463452	4.21896268927897
"Podel.03G117600"	0	0
"Podel.03G117700"	0	0
"Podel.03G117800"	0	0
"Podel.03G117900"	0	0
"Podel.03G118000"	0	0
"Podel.03G118100"	0	0.0388332061660176
"Podel.03G118200"	1.71912073680467	2.34726100602177
"Podel.03G118300"	0.317237422679313	1.05745807559771
"Podel.03G118400"	7.88213521090445	8.6854101368565
"Podel.03G118500"	0.0645121607553211	0.129024321510642
"Podel.03G118600"	0	0
"Podel.03G118700"	0.620870685809423	1.03478447634904
"Podel.03G118800"	5.33135113113846	4.84668284648951
"Podel.03G118900"	15.4667248196531	15.9596881605185
"Podel.03G119000"	22.1292446064106	17.2116346938749
"Podel.03G119100"	17.0339527204146	17.1544759707949
"Podel.03G119200"	0	0
"Podel.03G119300"	0	0
"Podel.03G119400"	34.8225507729474	34.9631911234036
"Podel.03G119500"	0.0619739773813412	0.0929609660720119
"Podel.03G119600"	0.197238919318008	0.32873153219668
"Podel.03G119700"	0	0.062589612918242
"Podel.03G119800"	0	0
"Podel.03G119900"	0.593782086952118	0.494818405793432
"Podel.03G120000"	0.615289751502641	0.615289751502641
"Podel.03G120100"	5.0485162609581	5.13813489280942
"Podel.03G120200"	0	0.0282015115275033
"Podel.03G120300"	0.123542896086987	0
"Podel.03G120400"	0	0
"Podel.03G120500"	0.308185811434387	0.308185811434387
"Podel.03G120600"	1.29077720091712	1.44723504345253
"Podel.03G120700"	0.341603550023658	0.284669625019715
"Podel.03G120800"	2.10022923347879	1.90333274284015
"Podel.03G120900"	0.199231231634351	0.199231231634351
"Podel.03G121000"	2.04868986578606	1.35290840193419
"Podel.03G121100"	0	0
"Podel.03G121200"	1.84615044718668	2.43356195310972
"Podel.03G121300"	3.65439886625309	3.21335072722254
"Podel.03G121400"	19.6732261471467	17.274052226763
"Podel.03G121500"	0.0805199706126053	0.0402599853063026
"Podel.03G121600"	3.83408987856168	3.98745347370415
"Podel.03G121700"	3.48494950966019	2.80311156211798
"Podel.03G121800"	0.489806110987986	0.26716696962981
"Podel.03G121900"	37.6958049241006	37.9124474811357
"Podel.03G122000"	6.88267893381	7.48997413385206
"Podel.03G122100"	0.0434280599685447	0
"Podel.03G122200"	11.1936454082743	12.7426355039362
"Podel.03G122300"	396.887730824252	360.751433718808
"Podel.03G122400"	0.250082422509051	0.361230165846407
"Podel.03G122500"	0.0530584227405167	0.106116845481033
"Podel.03G122600"	0	0
"Podel.03G122700"	1.26939353461047	0.952045150957855
"Podel.03G122800"	0	0
"Podel.03G122900"	0.67507368218961	0.300032747639827
"Podel.03G123000"	0	0.0614701239066962
"Podel.03G123100"	1.23542896086987	1.58134906991344
"Podel.03G123200"	0	0
"Podel.03G123300"	0	0
"Podel.03G123400"	0	0
"Podel.03G123500"	0	0
"Podel.03G123600"	0	0.180019648583896
"Podel.03G123700"	0.363501213486713	0.605835355811189
"Podel.03G123800"	0	0
"Podel.03G123900"	0	0
"Podel.03G124000"	0	0
"Podel.03G124100"	0	0
"Podel.03G124200"	0	0
"Podel.03G124300"	0.2480992695824	0.1240496347912
"Podel.03G124400"	0	0
"Podel.03G124500"	0	0
"Podel.03G124600"	0	0.060680780421538
"Podel.03G124700"	0.0891606750061749	0
"Podel.03G124800"	0.046700588267595	0.046700588267595
"Podel.03G124900"	0.0975590353615953	0
"Podel.03G125000"	0.0372362730387768	0
"Podel.03G125100"	0	0
"Podel.03G125200"	0.0820936508200177	0.246280952460053
"Podel.03G125300"	32.2418003420767	29.6821459637744
"Podel.03G125400"	0.0409246291773945	0.0204623145886972
"Podel.03G125500"	0	0
"Podel.03G125600"	0.814133803988968	0.637148194426149
"Podel.03G125700"	0.0732993237084211	0.219897971125263
"Podel.03G125800"	0	0
"Podel.03G125900"	0.100143380669187	0
"Podel.03G126000"	0.0408031583406564	0.122409475021969
"Podel.03G126100"	0.546895134938418	0.341809459336511
"Podel.03G126200"	0.480052396223723	0.240026198111861
"Podel.03G126300"	0	0
"Podel.03G126400"	0.520410783516868	0.371721988226334
"Podel.03G126500"	0	0.0335142962789168
"Podel.03G126600"	0	0
"Podel.03G126700"	0.888958413180378	1.0761075527973
"Podel.03G126800"	0	0
"Podel.03G126900"	0	0
"Podel.03G127000"	0.0270803196293826	0
"Podel.03G127100"	0	0
"Podel.03G127200"	0	0
"Podel.03G127300"	0	0
"Podel.03G127400"	0	0
"Podel.03G127500"	1.8283645674097	2.31234342348874
"Podel.03G127600"	0.311145071626487	0.311145071626487
"Podel.03G127700"	0	0
"Podel.03G127800"	0	0
"Podel.03G127900"	9.72106102353039	11.7323150283987
"Podel.03G128000"	0.611537335630588	0.500348729152299
"Podel.03G128100"	0	0
"Podel.03G128200"	3.6729449711072	4.38032696554266
"Podel.03G128300"	566.325449022338	564.177487306281
"Podel.03G128400"	0.488425403134602	0.748918951473056
"Podel.03G128500"	0.869060372473981	2.82444621054044
"Podel.03G128600"	0.687347749138512	0.687347749138512
"Podel.03G128700"	208.367199517678	218.950661500494
"Podel.03G128800"	0	0
"Podel.03G128900"	0.71766627073647	0.886528922674463
"Podel.03G129000"	0	0
"Podel.03G129100"	0.938585202271899	1.04287244696878
"Podel.03G129200"	0.215612887087176	0.479139749082613
"Podel.03G129300"	0	0
"Podel.03G129400"	4.96854230091553	4.6715098807521
"Podel.03G129500"	1.71711049418485	1.71711049418485
"Podel.03G129600"	0.0974961346295762	0.0487480673147881
"Podel.03G129700"	0	0
"Podel.03G129800"	0	0
"Podel.03G129900"	0	0
"Podel.03G130000"	0	0
"Podel.03G130100"	0	0.0413611884054903
"Podel.03G130200"	0	0
"Podel.03G130300"	0.05207179917716	0.05207179917716
"Podel.03G130400"	45.7140804585772	47.1869684924455
"Podel.03G130500"	0	0
"Podel.03G130600"	6.57463064393359	7.65243894621779
"Podel.03G130700"	9.17468559888102	7.29553312682105
"Podel.03G130800"	2.33556685200912	1.87761256730145
"Podel.03G130900"	8.03763403947558	8.71878946654978
"Podel.03G131000"	13.1492612878672	12.1508914493439
"Podel.03G131100"	0	0
"Podel.03G131200"	0.965211732832804	0.965211732832804
"Podel.03G131300"	0.821828830491699	0.273942943497233
"Podel.03G131400"	0.126329577953611	0.189494366930417
"Podel.03G131500"	0	0
"Podel.03G131600"	6.00808610444087	4.87669326659161
"Podel.03G131700"	119.496283490629	102.12568610119
"Podel.03G131800"	13.9291545186585	13.478210667335
"Podel.03G131900"	21.2848556799365	25.2597383671536
"Podel.03G132000"	6.77088827509579	11.2848137918263
"Podel.03G132100"	3.61212063608078	2.95537142952064
"Podel.03G132200"	0.0336935171146329	0
"Podel.03G132300"	43.571548151589	45.6502656031616
"Podel.03G132400"	0.0357824195008217	0.0715648390016435
"Podel.03G132500"	0	0
"Podel.03G132600"	0	0
"Podel.03G132700"	0.0552489970078453	0.110497994015691
"Podel.03G132800"	0.175019102789899	0.379208056044781
"Podel.03G132900"	3150.84751779762	3069.6020628687
"Podel.03G133000"	934.93096046475	877.997035460807
"Podel.03G133100"	0	0
"Podel.03G133200"	0	0
"Podel.03G133300"	0	0
"Podel.03G133400"	0.672073354713212	0.672073354713212
"Podel.03G133500"	0.038350622574302	0.0958765564357549
"Podel.03G133600"	0.0346986013791814	0.0693972027583629
"Podel.03G133700"	0.205297814909486	0.234626074182269
"Podel.03G133800"	0	0
"Podel.03G133900"	0	0
"Podel.03G134000"	0	0
"Podel.03G134100"	0	0
"Podel.03G134200"	0	0
"Podel.03G134300"	2.41480101294257	2.74787701472775
"Podel.03G134400"	737.987405430153	683.995483919557
"Podel.03G134500"	3.53140340575355	3.78041262026182
"Podel.03G134600"	0	0
"Podel.03G134700"	10.0212034723576	8.56985676256792
"Podel.03G134800"	0	0
"Podel.03G134900"	0.0800087327039538	0.160017465407908
"Podel.03G135000"	68.062670763988	61.2030510901258
"Podel.03G135100"	152.397883754305	138.483865082508
"Podel.03G135200"	56.0150168852784	54.4924341659361
"Podel.03G135300"	0.198744936851917	0.255529204523893
"Podel.03G135400"	0.103667622127838	0.311002866383513
"Podel.03G135500"	1.65744748168448	1.73929674003927
"Podel.03G135600"	0	0
"Podel.03G135700"	0	0.0461870814937302
"Podel.03G135800"	1.42791789245017	1.85629326018522
"Podel.03G135900"	0	0
"Podel.03G136000"	0	0.0747117118628818
"Podel.03G136100"	0.248547838281513	0.497095676563027
"Podel.03G136200"	3.91680123468384	4.19657275144698
"Podel.03G136300"	1.91413297228446	2.37616506904278
"Podel.03G136400"	0	0
"Podel.03G136500"	0	0
"Podel.03G136600"	0.0659757874391242	0
"Podel.03G136700"	15.3505623761299	19.2330876554727
"Podel.03G136800"	0	0
"Podel.03G136900"	0	0
"Podel.03G137000"	0	0
"Podel.03G137100"	0	0
"Podel.03G137200"	1.38589464693916	1.38589464693916
"Podel.03G137300"	0	0
"Podel.03G137400"	0	0
"Podel.03G137500"	9.75810477793213	10.9181591920919
"Podel.03G137600"	2.16569551961081	2.61157400894245
"Podel.03G137700"	0.0669692226795716	0
"Podel.03G137800"	4.08377906509764	3.67540115858788
"Podel.03G137900"	0	0
"Podel.03G138000"	0	0
"Podel.03G138100"	0	0
"Podel.03G138200"	0.0339659714309238	0.0339659714309238
"Podel.03G138300"	1.60868622138801	1.44369276278411
"Podel.03G138400"	0.0441895104647787	0.0883790209295574
"Podel.03G138500"	17.0024110072852	17.2962798395099
"Podel.03G138600"	4.69324968375148	6.89907703511467
"Podel.03G138700"	0.0391347062138904	0.0195673531069452
"Podel.03G138800"	0	0.0380323201233583
"Podel.03G138900"	3.73899964946083	4.04663886112533
"Podel.03G139000"	0.332913048751041	0.147961355000462
"Podel.03G139100"	2710.99477303944	2612.80315685399
"Podel.03G139200"	0.236439983199141	0.0788133277330469
"Podel.03G139300"	0	0
"Podel.03G139400"	1.59095521093183	0.378798859745673
"Podel.03G139500"	6.40949078474531	6.31453536571205
"Podel.03G139600"	0	0
"Podel.03G139700"	0	0
"Podel.03G139800"	3.72955505137937	2.91583394926024
"Podel.03G139900"	0.0516097286042569	0.0516097286042569
"Podel.03G140000"	0.0856588962294974	0.0856588962294974
"Podel.03G140100"	0.0404538536143587	0
"Podel.03G140200"	0	0
"Podel.03G140300"	0	0
"Podel.03G140400"	0.0846676958625267	0
"Podel.03G140500"	0.275439899472628	0.275439899472628
"Podel.03G140600"	0.967957712158075	0.75285599834517
"Podel.03G140700"	3.87955685089582	4.2675125359854
"Podel.03G140800"	0.17096269622439	0.341925392448779
"Podel.03G140900"	0.0736922538062732	0
"Podel.03G141000"	0	0.100077104441081
"Podel.03G141100"	62.0595395628796	65.5986492499332
"Podel.03G141200"	0	0
"Podel.03G141300"	0	0
"Podel.03G141400"	0	0.201801385423229
"Podel.03G141500"	0	0
"Podel.03G141600"	25.3525887969996	26.925887747168
"Podel.03G141700"	0.260000867968488	0.520001735936976
"Podel.03G141800"	0	0
"Podel.03G141900"	0.349768322614817	0.451784083377472
"Podel.03G142000"	7.7553159219519	10.3323174508763
"Podel.03G142100"	35.1719751231413	37.1259737410936
"Podel.03G142200"	0.151519543898269	0
"Podel.03G142300"	0.837433175374453	0.618105438966858
"Podel.03G142400"	0	0
"Podel.03G142500"	0	0
"Podel.03G142600"	0	0
"Podel.03G142700"	0.0283389251893689	0
"Podel.03G142800"	0.120203898895447	0.0601019494477236
"Podel.03G142900"	0.0584750598648386	0.233900239459354
"Podel.03G143000"	0	0
"Podel.03G143100"	1.17012771579532	1.98021613442286
"Podel.03G143200"	0	0.0617210223716215
"Podel.03G143300"	0	0
"Podel.03G143400"	0	0
"Podel.03G143500"	0	0
"Podel.03G143600"	0	0
"Podel.03G143700"	0	0
"Podel.03G143800"	0	0
"Podel.03G143900"	0	0
